0.000000,1.062576,1.679551,1.891141,1.913080,1.878859,1.884948,1.194119,1.416676,0.854717,1.855715,1.621068,1.746216,1.101318,1.872049,1.708700,1.504463,0.636658,1.904700,1.853274,1.864099,1.898657,1.882376,1.887227,1.894085,0.542974,1.778185,1.738066,0.623197,1.836588,1.569001,1.872049,1.882448,0.964706,1.848635,1.609727,1.423977,0.268031,1.900524,1.915431,1.743425,1.036343,1.932072,1.866387,1.878474,1.437395,1.745839,1.788735,1.837286,0.631634,0.762550,1.836588,1.745839,0.512031,1.893122,1.912890,0.462373,1.667676,1.898754,1.487754,1.867057,0.655852,1.694045,0.935627,1.863179,1.838435,1.915534,1.573884,0.773882,1.891169,1.778185,1.865095,1.873800,1.855812,1.483228,1.368152,0.694722,1.867992,1.896534,0.755035,1.882674,0.526465,0.680560,1.870692,1.895157,1.902768,1.865803,1.471253,1.153888,1.635731,0.576467,1.914653,1.840543,1.850743,1.855812,1.911800,1.875587,1.776161,1.887548,1.857853
1.062576,0.000000,1.147502,1.429349,1.542769,1.412922,1.407205,0.559701,0.801055,1.479360,1.345781,1.251464,1.412824,1.466256,1.416120,1.136670,1.163828,1.351399,1.458971,1.347019,1.357068,1.496851,1.398702,1.745653,1.434349,1.239061,1.237468,1.202556,1.207869,1.326145,1.839741,1.416120,1.415526,1.519158,1.338597,1.093793,0.730169,1.073641,1.477068,1.508019,1.199473,0.830794,1.573481,1.367882,1.408473,0.908828,1.176257,1.297706,1.331338,1.116207,1.118699,1.326145,1.176257,1.057681,1.429303,1.495732,1.188005,1.020053,1.434198,0.959207,1.397814,1.380041,1.102914,0.727478,1.390174,1.327607,1.480190,0.943672,1.082960,1.422007,1.237468,1.391856,1.389415,1.341848,0.860120,0.880243,1.145294,1.365570,1.437803,1.448446,1.418738,1.200320,1.422921,1.492143,1.435099,1.454618,1.373077,0.958294,1.447823,1.056433,1.269742,1.507337,1.316528,1.334982,1.341848,1.470516,1.421203,1.260709,1.412904,1.347371
1.679551,1.147502,0.000000,0.625084,0.753016,0.616788,0.590991,0.861252,0.697843,1.850867,0.614604,1.258064,0.497622,1.674070,0.552623,0.307843,1.305141,1.887769,0.733210,0.524151,0.548899,0.765013,0.602171,1.166570,0.608032,1.831538,0.259628,0.364699,1.849879,0.397289,1.597573,0.552623,0.567002,1.812392,0.518018,0.513411,0.559222,1.677233,0.692802,0.742240,0.177648,1.189332,0.766290,0.531891,0.545528,0.496990,0.243191,0.284919,0.534241,1.637753,1.387210,0.397289,0.243191,1.780703,0.742064,0.823953,1.717317,0.395958,0.741244,0.517691,0.570809,1.897173,0.333625,1.196758,0.563450,0.531907,0.712852,0.301736,1.693207,0.604787,0.259628,0.597248,0.681602,0.519990,0.400629,0.614820,1.747551,0.546825,0.694056,1.889660,0.658997,1.749344,1.914207,0.760657,0.632557,0.641043,0.554815,0.736250,1.392330,0.137201,1.832211,0.708252,0.503403,0.508458,0.519990,0.684419,0.616142,0.332252,0.593145,0.543566
1.891141,1.429349,0.625084,0.000000,0.263547,0.084128,0.089218,1.223430,0.971702,1.902993,0.304579,1.055133,0.734794,1.719940,0.144693,0.518536,1.182250,1.975992,0.210506,0.226335,0.185960,0.313851,0.166720,0.767056,0.175664,1.963529,0.410172,0.457824,1.956156,0.278926,1.465806,0.144693,0.198851,1.851638,0.234900,0.730251,0.980536,1.879789,0.176355,0.196315,0.492544,1.452684,0.308191,0.195953,0.188559,0.928010,0.466420,0.390521,0.295825,1.836972,1.653893,0.278926,0.466420,1.921091,0.302169,0.303238,1.924147,0.618081,0.262245,0.918436,0.226849,1.983136,0.569564,1.510627,0.226329,0.316053,0.204271,0.795242,1.829359,0.158080,0.410172,0.247669,0.286345,0.224122,0.911659,1.026975,1.880309,0.145426,0.198001,1.955686,0.312808,1.927914,1.982462,0.371493,0.180510,0.159363,0.200103,0.950597,1.520887,0.675305,1.965257,0.289476,0.251187,0.237294,0.224122,0.191187,0.253289,0.449490,0.163315,0.220474
1.913080,1.542769,0.753016,0.263547,0.000000,0.286842,0.314863,1.350000,1.108115,1.841598,0.488774,1.106489,0.718686,1.636266,0.254619,0.667150,1.260563,1.961006,0.321493,0.434816,0.401198,0.320338,0.365690,0.578567,0.315558,1.966522,0.575924,0.585769,1.968189,0.447930,1.324200,0.254619,0.314328,1.770838,0.447003,0.870021,1.135846,1.906325,0.238199,0.203751,0.645454,1.537303,0.243756,0.401079,0.360144,1.041191,0.641619,0.525768,0.480018,1.832680,1.696333,0.447930,0.641619,1.960196,0.440657,0.364425,1.917578,0.804908,0.416168,1.061498,0.410821,1.962405,0.724854,1.556871,0.370122,0.495970,0.278923,0.950425,1.833846,0.333738,0.575924,0.380440,0.456370,0.438138,1.048456,1.126468,1.916891,0.371467,0.349574,1.913334,0.433742,1.940924,1.951483,0.366568,0.311792,0.290713,0.397749,1.079792,1.439915,0.820297,1.963430,0.290717,0.475252,0.453093,0.438138,0.287118,0.358363,0.565308,0.346743,0.443635
1.878859,1.412922,0.616788,0.084128,0.286842,0.000000,0.133957,1.203291,0.954513,1.905379,0.290304,1.053351,0.741326,1.725560,0.161314,0.505750,1.175455,1.973651,0.224793,0.224809,0.187401,0.340497,0.168512,0.791450,0.196262,1.958914,0.403616,0.448333,1.952426,0.278714,1.481041,0.161314,0.221658,1.857342,0.231501,0.715224,0.961941,1.870744,0.149695,0.189252,0.485100,1.437617,0.344325,0.200910,0.197861,0.910269,0.455947,0.390160,0.263753,1.835577,1.642804,0.278714,0.455947,1.912355,0.314569,0.326106,1.920369,0.601641,0.270438,0.902594,0.231397,1.980503,0.562017,1.491616,0.241001,0.295735,0.221129,0.780152,1.828634,0.171335,0.403616,0.257710,0.284025,0.223804,0.895914,1.010992,1.875022,0.165116,0.187723,1.957328,0.311067,1.922462,1.980758,0.377437,0.202652,0.179736,0.202833,0.940267,1.517760,0.662588,1.961117,0.315107,0.244316,0.235563,0.223804,0.209498,0.273149,0.454050,0.174354,0.217748
1.884948,1.407205,0.590991,0.089218,0.314863,0.133957,0.000000,1.201727,0.949819,1.909120,0.298635,1.060937,0.717851,1.729806,0.154666,0.494853,1.180647,1.976618,0.228015,0.195600,0.159709,0.332494,0.149113,0.800929,0.172123,1.958938,0.373666,0.443094,1.949833,0.242762,1.490701,0.154666,0.186445,1.860135,0.203277,0.703190,0.949213,1.871024,0.229256,0.254163,0.455779,1.428408,0.323138,0.164673,0.153504,0.904397,0.429576,0.357869,0.277548,1.833729,1.635869,0.242762,0.429576,1.913642,0.312659,0.326636,1.919245,0.583260,0.263267,0.886758,0.183197,1.984758,0.536285,1.498677,0.212703,0.287828,0.225017,0.758464,1.826450,0.144921,0.373666,0.237686,0.289174,0.190800,0.880388,1.006328,1.867680,0.096274,0.223565,1.957974,0.302273,1.921094,1.986667,0.392603,0.182665,0.162024,0.175791,0.923729,1.523753,0.641393,1.962287,0.295632,0.215676,0.201915,0.190800,0.207616,0.246252,0.416600,0.143988,0.187328
1.194119,0.559701,0.861252,1.223430,1.350000,1.203291,1.201727,0.000000,0.449004,1.583469,1.152767,1.201878,1.185625,1.503234,1.192047,0.840639,1.136652,1.532895,1.274604,1.121588,1.150028,1.307064,1.197934,1.616194,1.228647,1.436307,0.984798,0.913878,1.440195,1.097317,1.819746,1.192047,1.211084,1.608480,1.110159,0.792843,0.391477,1.208476,1.290853,1.330277,0.939563,0.783335,1.392242,1.156681,1.203209,0.575629,0.912532,1.032392,1.117863,1.206295,1.120874,1.097317,0.912532,1.284728,1.249505,1.330693,1.311269,0.748436,1.261736,0.645479,1.194448,1.558086,0.828910,0.742335,1.171877,1.111253,1.292787,0.659246,1.270577,1.220536,0.984798,1.184652,1.198346,1.127933,0.528844,0.463023,1.326548,1.151924,1.252939,1.586746,1.222976,1.358980,1.587375,1.297968,1.231191,1.256949,1.153584,0.776653,1.338665,0.753278,1.431219,1.325235,1.098718,1.121533,1.127933,1.277708,1.215842,1.027167,1.209794,1.141709
1.416676,0.801055,0.697843,0.971702,1.108115,0.954513,0.949819,0.449004,0.000000,1.712582,0.923823,1.065853,1.057227,1.586472,0.936795,0.623856,1.042191,1.704215,1.021820,0.861605,0.893211,1.037437,0.939633,1.427634,0.969088,1.621786,0.766229,0.688196,1.619508,0.864031,1.777970,0.936795,0.953381,1.705241,0.851619,0.472989,0.412248,1.407588,1.053465,1.090259,0.737207,0.841274,1.168833,0.898405,0.960448,0.482328,0.697372,0.810933,0.881161,1.389043,1.227889,0.864031,0.697372,1.499064,1.002773,1.090859,1.507389,0.563181,1.009828,0.481567,0.945032,1.720309,0.632601,0.923259,0.897651,0.864045,1.038762,0.553959,1.459319,0.964365,0.766229,0.907492,0.957463,0.867915,0.500260,0.387448,1.505514,0.903505,1.016524,1.734802,0.978054,1.558573,1.749408,1.038462,0.969539,1.001256,0.891258,0.640678,1.354636,0.604288,1.617523,1.070338,0.841739,0.864154,0.867915,1.023328,0.939601,0.823743,0.954344,0.886246
0.854717,1.479360,1.850867,1.902993,1.841598,1.905379,1.909120,1.583469,1.712582,0.000000,1.925060,1.598610,1.772619,0.517291,1.890135,1.854679,1.576314,0.639147,1.893490,1.917828,1.922221,1.860880,1.919048,1.645708,1.901202,0.658281,1.900324,1.848433,0.771049,1.911835,1.137694,1.890135,1.894406,0.471715,1.918590,1.837601,1.756933,0.901891,1.897927,1.889955,1.887052,1.439671,1.863270,1.921873,1.915440,1.731485,1.896459,1.884725,1.920191,0.756622,1.274529,1.911835,1.896459,0.887471,1.905048,1.891516,0.678331,1.879796,1.914797,1.768762,1.916467,0.623822,1.833681,1.287264,1.903372,1.917289,1.888152,1.831335,0.809278,1.912732,1.900324,1.900542,1.918429,1.924746,1.765314,1.658032,0.836613,1.915928,1.913628,0.273273,1.906606,0.688645,0.537306,1.838603,1.895938,1.902444,1.912582,1.746667,1.093224,1.841082,0.693616,1.869293,1.929510,1.928650,1.924746,1.895846,1.895591,1.879688,1.916433,1.932745
