0.108180,0.259422
0.108590,0.253235
0.109198,0.272227
0.110764,0.251891
0.112309,0.285930
0.112539,0.279086
0.112720,0.267419
0.112608,0.271756
0.112138,0.269959
0.111865,0.293219
0.111772,0.263607
0.112635,0.277639
0.112734,0.293899
0.113051,0.334283
0.112728,0.334284
0.112010,0.292994
0.112501,0.294821
0.112680,0.298268
0.112233,0.311700
0.111366,0.314319
0.110749,0.295767
0.109959,0.286929
0.110329,0.291448
0.110044,0.297341
0.109396,0.293452
0.108855,0.281093
0.107589,0.258058
0.107417,0.266441
0.107560,0.251968
0.108793,0.300604
0.108668,0.278178
0.109091,0.316868
0.108527,0.282049
0.108762,0.264371
0.108085,0.315808
0.108652,0.285518
0.107812,0.327682
0.107539,0.331691
0.105827,0.292367
0.105448,0.284002
0.104963,0.286990
0.104656,0.247136
0.105646,0.251128
0.105668,0.273123
0.105718,0.246945
0.106202,0.279939
0.106092,0.287192
0.106517,0.241848
0.105638,0.217283
0.105849,0.216911
0.106871,0.223393
0.105966,0.218182
0.105876,0.218261
0.105943,0.263929
0.107115,0.261362
0.107844,0.208576
0.109000,0.280022
0.108214,0.281717
0.107849,0.273983
0.107448,0.292180
0.107147,0.277067
0.107022,0.278125
0.107555,0.324660
0.106326,0.288615
0.106490,0.341972
0.105823,0.293905
0.105575,0.309209
0.106219,0.357813
0.106052,0.360746
0.106402,0.305425
0.108800,0.325735
0.109501,0.332622
0.109954,0.362276
0.110079,0.285119
0.109866,0.296034
0.110304,0.289433
0.110060,0.314514
0.109852,0.263321
0.108579,0.271200
0.107750,0.314293
0.107868,0.305997
0.107570,0.302921
0.108239,0.311589
0.107910,0.312840
0.108651,0.275161
0.112000,0.347861
0.111694,0.347578
0.111975,0.335160
0.110641,0.354479
0.108949,0.258446
0.109095,0.285639
0.109608,0.291058
0.110403,0.291881
0.110944,0.296141
0.111080,0.286929
0.110674,0.293437
0.111350,0.348395
0.111057,0.347587
0.110554,0.349492
0.110232,0.291065
0.110363,0.279804
0.109906,0.305227
0.109848,0.288164
0.110500,0.291608
0.111054,0.275807
0.111675,0.292240
0.112280,0.324726
0.112627,0.352647
