0.133510,0.326613
0.133341,0.326289
0.133910,0.373887
0.135568,0.338539
0.135564,0.374832
0.135961,0.364905
0.135976,0.359334
0.135891,0.354156
0.135803,0.360971
0.135702,0.365001
0.137254,0.345362
0.137010,0.341007
0.137981,0.369695
0.136588,0.390332
0.138754,0.406797
0.136976,0.376437
0.138627,0.384720
0.137507,0.400158
0.138949,0.418026
0.137258,0.405965
0.137312,0.368019
0.135644,0.340160
0.135982,0.352475
0.135570,0.374117
0.134875,0.370930
0.134316,0.343393
0.133411,0.317571
0.133296,0.319761
0.133551,0.307002
0.135367,0.371929
0.135847,0.354228
0.136571,0.408181
0.135433,0.382076
0.135404,0.332150
0.137102,0.411991
0.134932,0.340409
0.133905,0.387977
0.135108,0.425569
0.134027,0.360957
0.133765,0.338983
0.134470,0.374144
0.132573,0.313124
0.133645,0.324776
0.134192,0.348727
0.133672,0.326239
0.134441,0.351836
0.134105,0.347994
0.133798,0.313633
0.133175,0.279630
0.133158,0.289820
0.133527,0.281749
0.134049,0.302005
0.132765,0.284237
0.133546,0.313269
0.134886,0.319064
0.135286,0.301340
0.134249,0.337046
0.135269,0.363364
0.134042,0.328058
0.134138,0.370815
0.133654,0.336286
0.133935,0.331469
0.137960,0.442478
0.133481,0.331192
0.134852,0.433295
0.133810,0.354884
0.135635,0.425535
0.135261,0.403854
0.134957,0.392658
0.133965,0.329958
0.135286,0.375625
0.134470,0.353224
0.134684,0.414522
0.134705,0.307012
0.135190,0.326314
0.134966,0.313036
0.133985,0.327171
0.133238,0.273838
0.132811,0.273568
0.133576,0.324067
0.133510,0.304521
0.134153,0.327366
0.133576,0.312247
0.133497,0.327296
0.135255,0.289394
0.137015,0.351686
0.137593,0.374718
0.136870,0.334855
0.137311,0.339577
0.134785,0.254064
0.134700,0.269307
0.136185,0.276346
0.135981,0.275978
0.137908,0.283785
0.137542,0.315926
0.136038,0.304464
0.139239,0.370045
0.138218,0.370664
0.137379,0.333267
0.137622,0.283429
0.136275,0.287626
0.136815,0.297709
0.136172,0.283879
0.138163,0.308623
0.136785,0.280021
0.137931,0.291797
0.138572,0.303346
0.138604,0.332944
