0.000000,0.021137,0.028331,0.034526,0.057660,0.049725,0.063245,0.060484,0.058861,0.055028,0.047405,0.034832,0.036903,0.038458,0.053448,0.042927,0.056343,0.069832,0.043681,0.032980,0.042307,0.041170,0.032528,0.042206,0.048526,0.047765,0.062985,0.065588,0.061760,0.065253,0.072732,0.056503,0.054644,0.052791,0.054542,0.063615,0.061159,0.048502,0.026274,0.025784,0.022298,0.027911,0.033570,0.030255,0.034793,0.032038,0.030537,0.031927,0.032817,0.029968,0.029984,0.031091,0.033493,0.024931,0.027737,0.034892,0.046704,0.058884,0.068992,0.062872,0.064088,0.068519,0.058834,0.055248,0.044686,0.039374,0.041283,0.049628,0.046136,0.038492,0.048707,0.055535,0.055869,0.072160,0.074115,0.090081,0.083944,0.086370,0.060242,0.045674,0.040736,0.035231,0.040956,0.049999,0.051257,0.042352,0.031116,0.024931,0.024931,0.033978,0.059289,0.058832,0.058070,0.056539,0.063815,0.075930,0.075840,0.075471,0.035521,0.035624,0.043223,0.057971,0.067729,0.069717,0.066662,0.069243,0.070878,0.061894
0.021137,0.000000,0.018460,0.036718,0.059853,0.051918,0.065438,0.062677,0.061054,0.057220,0.049597,0.037025,0.039096,0.040651,0.054061,0.045120,0.058536,0.072025,0.045873,0.035173,0.042307,0.041170,0.032528,0.044398,0.050719,0.049958,0.065178,0.067781,0.063952,0.067446,0.074924,0.055781,0.056837,0.054983,0.054246,0.042478,0.040023,0.027365,0.032637,0.034846,0.024421,0.027911,0.042632,0.031114,0.035651,0.041100,0.031396,0.040989,0.033675,0.029968,0.039046,0.031091,0.033493,0.024282,0.029576,0.029510,0.048897,0.061076,0.071185,0.065065,0.066280,0.070712,0.061026,0.057440,0.056059,0.053864,0.062420,0.058690,0.067273,0.059629,0.069844,0.068027,0.062760,0.074353,0.076308,0.092274,0.086137,0.088563,0.062435,0.047866,0.042928,0.037423,0.043149,0.052192,0.053449,0.044545,0.031116,0.023422,0.024067,0.055115,0.080426,0.079969,0.079207,0.077676,0.084951,0.097066,0.096977,0.096608,0.056658,0.043974,0.051389,0.079107,0.088866,0.090854,0.087799,0.090380,0.092014,0.083031
0.028331,0.018460,0.000000,0.027989,0.051124,0.045627,0.056709,0.053948,0.052324,0.048491,0.040868,0.028296,0.030367,0.031922,0.057400,0.036390,0.049807,0.063296,0.037144,0.027878,0.042307,0.041170,0.032528,0.035669,0.041990,0.041229,0.056449,0.059052,0.055223,0.058717,0.066195,0.047051,0.048108,0.046254,0.045517,0.035285,0.032829,0.025462,0.035685,0.037894,0.023182,0.024791,0.045680,0.029840,0.034377,0.044148,0.030121,0.044037,0.032401,0.033103,0.042094,0.037940,0.033493,0.024211,0.025973,0.025026,0.046896,0.052347,0.062456,0.056336,0.057551,0.061983,0.058096,0.048711,0.063252,0.061057,0.069613,0.063521,0.074466,0.066823,0.077038,0.075220,0.069953,0.067550,0.067579,0.083545,0.077408,0.079834,0.053705,0.039137,0.034199,0.028922,0.034419,0.043463,0.044720,0.038050,0.031116,0.024577,0.029947,0.062309,0.087620,0.087162,0.086401,0.084870,0.092145,0.104260,0.104171,0.103802,0.063851,0.051168,0.058583,0.086301,0.096060,0.098048,0.094993,0.097574,0.099208,0.090225
0.034526,0.036718,0.027989,0.000000,0.042435,0.047867,0.028720,0.025958,0.024335,0.020502,0.017994,0.021367,0.026358,0.024959,0.058855,0.025388,0.025388,0.035306,0.024163,0.027878,0.042307,0.041170,0.032528,0.024871,0.027380,0.026488,0.028460,0.031062,0.027234,0.030727,0.038206,0.024552,0.031380,0.030111,0.024795,0.031664,0.029208,0.025462,0.051099,0.049824,0.047591,0.047058,0.045691,0.040393,0.036232,0.034559,0.031977,0.034448,0.034194,0.036724,0.032505,0.041560,0.036073,0.037746,0.031174,0.025364,0.037307,0.037210,0.034466,0.028346,0.029562,0.033994,0.048507,0.048464,0.066873,0.064678,0.073234,0.067142,0.078087,0.070443,0.080659,0.078841,0.073574,0.071171,0.053948,0.058543,0.049418,0.051844,0.037657,0.036158,0.035928,0.032543,0.036489,0.038238,0.025388,0.040291,0.031116,0.030260,0.052077,0.065929,0.091240,0.090783,0.090021,0.088490,0.095766,0.107881,0.107791,0.107422,0.067472,0.070150,0.077749,0.089922,0.099680,0.101668,0.098613,0.101194,0.102829,0.093845
0.057660,0.059853,0.051124,0.042435,0.000000,0.023617,0.043296,0.043143,0.045854,0.047351,0.047519,0.047551,0.048846,0.050080,0.026200,0.051211,0.047572,0.045037,0.047174,0.048746,0.047340,0.046717,0.049296,0.049664,0.048800,0.048273,0.049724,0.053342,0.055827,0.054553,0.051745,0.054920,0.025888,0.027138,0.053605,0.053699,0.054216,0.053038,0.074233,0.072958,0.070725,0.070192,0.068825,0.063527,0.055583,0.043574,0.050533,0.044845,0.052628,0.052631,0.043998,0.056270,0.053369,0.060880,0.054308,0.044488,0.023332,0.026523,0.050010,0.049565,0.050233,0.043450,0.032675,0.060320,0.078729,0.076534,0.085090,0.078998,0.089943,0.082300,0.092515,0.090697,0.085430,0.083027,0.065804,0.070399,0.055740,0.052084,0.049513,0.048014,0.047785,0.044399,0.038326,0.037174,0.041816,0.027815,0.040920,0.053394,0.075212,0.087017,0.103096,0.102639,0.101877,0.100346,0.107622,0.119737,0.119648,0.119278,0.081657,0.093284,0.100883,0.101778,0.111537,0.113525,0.110469,0.113050,0.114685,0.105702
0.049725,0.051918,0.045627,0.047867,0.023617,0.000000,0.048728,0.048576,0.051286,0.052784,0.052951,0.052983,0.054278,0.055512,0.023956,0.056643,0.053004,0.050469,0.052606,0.054179,0.052772,0.052150,0.054729,0.055096,0.054232,0.053705,0.055156,0.058774,0.061259,0.059985,0.057178,0.056472,0.031628,0.031185,0.059037,0.059131,0.059648,0.058470,0.066298,0.065023,0.062790,0.062257,0.060891,0.055592,0.049282,0.035639,0.047977,0.039063,0.046643,0.046879,0.026383,0.049126,0.052337,0.053210,0.052869,0.049920,0.028764,0.029417,0.047698,0.048016,0.047539,0.046783,0.023391,0.041875,0.055112,0.052917,0.061473,0.055381,0.066326,0.058682,0.068898,0.067080,0.061813,0.059409,0.042187,0.046782,0.038441,0.040978,0.041353,0.042249,0.045434,0.046096,0.023800,0.023800,0.047248,0.023316,0.046352,0.045459,0.067277,0.079082,0.079479,0.079022,0.078260,0.076729,0.084005,0.096120,0.096030,0.095661,0.073722,0.085349,0.092948,0.086262,0.087919,0.089907,0.086852,0.089433,0.091068,0.082084
0.063245,0.065438,0.056709,0.028720,0.043296,0.048728,0.000000,0.015227,0.015227,0.015227,0.018251,0.028413,0.026358,0.024787,0.060502,0.031197,0.030204,0.028607,0.030476,0.031804,0.042307,0.044575,0.042453,0.031954,0.028870,0.031326,0.019485,0.019040,0.020264,0.048101,0.052792,0.045884,0.041199,0.040756,0.043923,0.052996,0.050540,0.046721,0.079818,0.078543,0.076311,0.075778,0.074411,0.069112,0.061168,0.049160,0.047492,0.050431,0.034398,0.040379,0.038427,0.057502,0.058954,0.066465,0.059893,0.038126,0.042414,0.042318,0.029718,0.032161,0.026888,0.033680,0.053614,0.027132,0.045541,0.043346,0.051902,0.057256,0.056755,0.049112,0.059327,0.057509,0.052242,0.049839,0.034985,0.037211,0.023965,0.023965,0.023965,0.023965,0.023965,0.028015,0.037350,0.039099,0.023965,0.041152,0.043011,0.058980,0.080797,0.092602,0.069908,0.078226,0.071326,0.067158,0.074434,0.086549,0.086460,0.086090,0.087242,0.098870,0.106469,0.099782,0.078349,0.080337,0.077281,0.079862,0.081497,0.072514
0.060484,0.062677,0.053948,0.025958,0.043143,0.048576,0.015227,0.000000,0.012384,0.011321,0.015061,0.025652,0.026358,0.024601,0.060349,0.034325,0.030311,0.030264,0.030476,0.031804,0.035157,0.041814,0.039692,0.031954,0.028870,0.031326,0.019587,0.018712,0.020246,0.051128,0.055819,0.048911,0.044226,0.043783,0.046950,0.056023,0.053567,0.043960,0.077057,0.075782,0.073549,0.073016,0.071649,0.066351,0.058407,0.046398,0.044731,0.047669,0.034194,0.037618,0.037685,0.054741,0.056193,0.063704,0.057132,0.035365,0.042487,0.042391,0.032745,0.035188,0.029915,0.036707,0.053687,0.026325,0.042514,0.040319,0.048875,0.057329,0.053728,0.046085,0.056300,0.054482,0.049215,0.046812,0.035058,0.034184,0.023578,0.025886,0.023578,0.023578,0.023578,0.025254,0.037198,0.038946,0.022424,0.040999,0.040249,0.056218,0.078035,0.089841,0.066881,0.075465,0.068565,0.064355,0.071407,0.083522,0.083432,0.083063,0.084481,0.096108,0.103707,0.097021,0.075321,0.077309,0.074254,0.076835,0.078470,0.069486
0.058861,0.061054,0.052324,0.024335,0.045854,0.051286,0.015227,0.012384,0.000000,0.007482,0.014028,0.024029,0.026358,0.024601,0.060103,0.034325,0.030311,0.030264,0.030476,0.031804,0.042307,0.041170,0.038069,0.031954,0.028870,0.031326,0.020010,0.019658,0.018855,0.038744,0.043435,0.036527,0.034798,0.033530,0.034566,0.043639,0.041183,0.042337,0.075434,0.074159,0.071926,0.071393,0.070026,0.064728,0.056784,0.044775,0.043108,0.046046,0.034194,0.035995,0.034043,0.053118,0.054569,0.062081,0.055509,0.033742,0.036383,0.036287,0.024114,0.024270,0.023266,0.024324,0.047583,0.036489,0.054898,0.052703,0.061259,0.055167,0.066112,0.058468,0.068684,0.066866,0.061599,0.059196,0.041973,0.046568,0.031908,0.028252,0.025682,0.024270,0.024270,0.024270,0.039908,0.041657,0.021804,0.042871,0.038626,0.054595,0.076412,0.088218,0.079265,0.078808,0.078046,0.076515,0.083791,0.095906,0.095816,0.095447,0.082858,0.094485,0.102084,0.095398,0.087705,0.089693,0.086638,0.089219,0.090854,0.081870
0.055028,0.057220,0.048491,0.020502,0.047351,0.052784,0.015227,0.011321,0.007482,0.000000,0.014028,0.021367,0.026358,0.024601,0.059841,0.034325,0.030311,0.030264,0.030476,0.031804,0.042307,0.041170,0.034236,0.031954,0.028870,0.031326,0.022034,0.019085,0.020532,0.046226,0.050917,0.044008,0.039324,0.038881,0.042048,0.051121,0.048665,0.038504,0.071601,0.070325,0.068093,0.067560,0.066193,0.060895,0.052951,0.040942,0.039274,0.042213,0.034194,0.032162,0.030892,0.049284,0.050736,0.058248,0.051676,0.029909,0.034363,0.034266,0.027843,0.030285,0.025012,0.031805,0.046020,0.029007,0.047416,0.045221,0.053777,0.049205,0.058630,0.050987,0.061202,0.059384,0.054117,0.051714,0.034491,0.039086,0.028916,0.031342,0.024950,0.024950,0.024950,0.024950,0.041406,0.043154,0.020123,0.040851,0.034793,0.050762,0.072579,0.084385,0.071784,0.071326,0.070565,0.069034,0.076309,0.088424,0.088335,0.087966,0.079025,0.090652,0.098251,0.091565,0.080224,0.082212,0.079157,0.081738,0.083372,0.074389
