1.586660,3.677049
1.598592,3.511322
1.607296,2.860503
1.618461,3.426687
1.580496,4.073355
1.570966,4.216917
1.594802,3.826970
1.598842,3.858368
1.594260,3.817761
1.597126,3.872256
1.594377,3.752466
1.580803,3.713349
1.569701,3.933659
1.582895,3.811675
1.523128,3.735520
1.502082,3.538259
1.487575,3.952900
1.496480,3.735068
1.466227,3.373148
1.457499,3.308726
1.473499,3.553651
1.480671,3.690897
1.479854,3.717541
1.487770,3.734293
1.483813,4.021944
1.464091,4.230032
1.438371,4.309695
1.447166,4.099234
1.434032,4.021415
1.424365,3.541873
1.437785,4.029235
1.413697,3.662151
1.432847,4.057840
1.415625,4.367216
1.421968,3.278537
1.448521,3.649973
1.479120,3.700115
1.434602,3.006031
1.370305,3.680137
1.333503,3.683835
1.352257,3.107124
1.352160,3.320243
1.324345,3.972398
1.361754,3.107189
1.351475,2.880662
1.327022,3.994039
1.345923,3.199338
1.362133,3.982544
1.367340,3.637251
1.378646,3.708762
1.388587,4.354606
1.411823,3.542389
1.422817,3.621172
1.413902,3.449234
1.462941,3.098796
1.473169,3.422090
1.500000,4.201989
1.479381,4.000576
1.464990,3.680385
1.453450,3.262790
1.436997,3.619752
1.418391,3.607721
1.351253,3.249713
1.408140,3.800913
1.393045,3.449875
1.408204,4.010643
1.358439,3.528175
1.372176,3.266818
1.383630,2.895266
1.402628,4.038947
1.430695,3.696445
1.468409,4.125368
1.514973,3.718005
1.502909,4.119987
1.529639,4.118644
1.581127,3.933320
1.588748,3.627218
1.586003,3.851735
1.531253,3.566589
1.481711,3.140651
1.475542,3.452361
1.483074,3.314519
1.451792,3.836516
1.435588,4.146105
1.442621,3.461269
1.435962,3.552085
1.491979,2.350763
1.467724,3.225822
1.409222,2.614450
1.405723,3.154438
1.413234,3.462436
1.381151,3.515082
1.399098,3.400834
1.392788,3.207760
1.399171,3.421508
1.378394,3.586545
1.321156,2.592370
1.352364,2.619050
1.334361,2.613477
1.344318,2.967924
1.335949,3.323925
1.293144,3.078830
1.314663,3.428944
1.309601,3.729225
1.342829,3.758861
1.324413,3.632015
1.318297,3.587456
1.330490,3.678637
