0.000829,0.000838,0.000839,0.000832,0.000816,0.000794,0.000764,0.000728,0.000688,0.000643
0.000872,0.000882,0.000884,0.000877,0.000861,0.000838,0.000807,0.000770,0.000727,0.000680
0.000911,0.000922,0.000924,0.000917,0.000901,0.000877,0.000845,0.000807,0.000763,0.000714
0.000943,0.000955,0.000958,0.000951,0.000935,0.000911,0.000879,0.000839,0.000793,0.000743
0.000969,0.000982,0.000985,0.000979,0.000963,0.000938,0.000906,0.000865,0.000819,0.000767
0.000987,0.001001,0.001005,0.000999,0.000984,0.000959,0.000926,0.000885,0.000838,0.000786
0.000998,0.001012,0.001017,0.001012,0.000996,0.000972,0.000939,0.000898,0.000851,0.000798
0.001001,0.001015,0.001021,0.001016,0.001001,0.000977,0.000945,0.000904,0.000857,0.000804
0.000995,0.001010,0.001016,0.001012,0.000998,0.000974,0.000942,0.000902,0.000856,0.000804
0.000981,0.000997,0.001003,0.000999,0.000986,0.000964,0.000932,0.000893,0.000848,0.000797
0.000960,0.000976,0.000982,0.000979,0.000967,0.000945,0.000915,0.000877,0.000833,0.000783
