0.000877,0.000888,0.000891,0.000885,0.000871,0.000848,0.000818,0.000782,0.000740,0.000693,0.000643
0.000921,0.000933,0.000937,0.000931,0.000917,0.000893,0.000863,0.000825,0.000781,0.000732,0.000680
0.000959,0.000972,0.000977,0.000971,0.000957,0.000933,0.000901,0.000862,0.000817,0.000767,0.000712
0.000990,0.001005,0.001010,0.001005,0.000990,0.000967,0.000934,0.000894,0.000848,0.000796,0.000740
0.001014,0.001030,0.001036,0.001031,0.001017,0.000993,0.000960,0.000920,0.000873,0.000820,0.000762
0.001030,0.001047,0.001053,0.001049,0.001035,0.001012,0.000979,0.000938,0.000890,0.000837,0.000779
0.001038,0.001055,0.001062,0.001059,0.001045,0.001022,0.000990,0.000949,0.000901,0.000847,0.000789
0.001036,0.001054,0.001062,0.001059,0.001046,0.001024,0.000992,0.000952,0.000904,0.000851,0.000793
0.001027,0.001045,0.001053,0.001051,0.001039,0.001017,0.000986,0.000946,0.000900,0.000847,0.000790
0.001008,0.001027,0.001035,0.001034,0.001023,0.001002,0.000972,0.000933,0.000888,0.000836,0.000780
0.000982,0.001001,0.001010,0.001009,0.000998,0.000978,0.000949,0.000912,0.000868,0.000819,0.000764
