0.000672,0.000677,0.000676,0.000668,0.000653,0.000633,0.000607,0.000577,0.000543,0.000505
0.000709,0.000715,0.000714,0.000705,0.000691,0.000669,0.000642,0.000611,0.000575,0.000535
0.000742,0.000749,0.000748,0.000740,0.000724,0.000702,0.000674,0.000641,0.000604,0.000563
0.000771,0.000778,0.000777,0.000769,0.000754,0.000731,0.000702,0.000668,0.000629,0.000587
0.000794,0.000802,0.000802,0.000794,0.000778,0.000755,0.000726,0.000691,0.000651,0.000607
0.000812,0.000820,0.000820,0.000812,0.000797,0.000774,0.000744,0.000708,0.000668,0.000623
0.000824,0.000832,0.000833,0.000825,0.000810,0.000786,0.000757,0.000721,0.000680,0.000635
0.000829,0.000838,0.000839,0.000831,0.000816,0.000793,0.000763,0.000727,0.000686,0.000641
0.000827,0.000837,0.000838,0.000831,0.000816,0.000794,0.000764,0.000728,0.000688,0.000643
0.000819,0.000829,0.000831,0.000824,0.000810,0.000788,0.000759,0.000724,0.000683,0.000639
0.000805,0.000815,0.000817,0.000811,0.000797,0.000775,0.000747,0.000713,0.000674,0.000630
0.000784,0.000794,0.000796,0.000791,0.000778,0.000757,0.000730,0.000697,0.000658,0.000616
