0.000782,0.000790,0.000789,0.000781,0.000766,0.000744,0.000715,0.000680,0.000641,0.000598
0.000819,0.000827,0.000827,0.000819,0.000804,0.000781,0.000751,0.000715,0.000674,0.000630
0.000850,0.000859,0.000860,0.000852,0.000836,0.000813,0.000782,0.000745,0.000703,0.000657
0.000876,0.000886,0.000887,0.000879,0.000863,0.000839,0.000808,0.000770,0.000727,0.000680
0.000895,0.000905,0.000907,0.000900,0.000884,0.000860,0.000828,0.000790,0.000746,0.000698
0.000906,0.000918,0.000920,0.000913,0.000898,0.000874,0.000842,0.000804,0.000760,0.000711
0.000911,0.000923,0.000926,0.000919,0.000904,0.000881,0.000849,0.000811,0.000767,0.000718
0.000908,0.000920,0.000924,0.000918,0.000903,0.000880,0.000849,0.000812,0.000768,0.000720
0.000898,0.000911,0.000914,0.000909,0.000895,0.000873,0.000843,0.000806,0.000763,0.000715
0.000881,0.000894,0.000898,0.000893,0.000880,0.000858,0.000829,0.000793,0.000751,0.000705
0.000857,0.000870,0.000874,0.000870,0.000858,0.000837,0.000809,0.000774,0.000734,0.000689
