0.001046,0.001046,0.001036,0.001015,0.000986,0.000948,0.000902,0.000850,0.000794,0.000733
0.001090,0.001090,0.001080,0.001059,0.001029,0.000990,0.000942,0.000889,0.000830,0.000767
0.001126,0.001127,0.001117,0.001096,0.001065,0.001025,0.000976,0.000921,0.000860,0.000795
0.001154,0.001155,0.001145,0.001124,0.001093,0.001052,0.001002,0.000946,0.000884,0.000818
0.001172,0.001174,0.001164,0.001143,0.001112,0.001070,0.001020,0.000963,0.000901,0.000834
0.001180,0.001182,0.001173,0.001153,0.001121,0.001080,0.001030,0.000973,0.000910,0.000843
0.001178,0.001181,0.001172,0.001152,0.001121,0.001081,0.001031,0.000974,0.000912,0.000845
0.001166,0.001170,0.001162,0.001142,0.001112,0.001072,0.001024,0.000968,0.000906,0.000840
0.001145,0.001149,0.001141,0.001123,0.001093,0.001055,0.001007,0.000953,0.000892,0.000827
0.001114,0.001118,0.001112,0.001094,0.001066,0.001029,0.000983,0.000930,0.000872,0.000809
0.001075,0.001080,0.001074,0.001057,0.001031,0.000995,0.000951,0.000901,0.000844,0.000784
