0.000842,0.000847,0.000844,0.000832,0.000813,0.000787,0.000753,0.000715,0.000671,0.000624,0.000575
0.000887,0.000892,0.000889,0.000878,0.000858,0.000830,0.000795,0.000755,0.000709,0.000660,0.000608
0.000925,0.000932,0.000929,0.000917,0.000897,0.000868,0.000832,0.000790,0.000743,0.000692,0.000638
0.000958,0.000965,0.000962,0.000950,0.000930,0.000901,0.000864,0.000820,0.000772,0.000719,0.000663
0.000983,0.000990,0.000988,0.000977,0.000956,0.000926,0.000889,0.000845,0.000795,0.000741,0.000683
0.001000,0.001008,0.001006,0.000995,0.000974,0.000945,0.000907,0.000862,0.000812,0.000757,0.000699
0.001009,0.001017,0.001016,0.001005,0.000985,0.000955,0.000917,0.000873,0.000822,0.000767,0.000708
0.001009,0.001018,0.001017,0.001007,0.000987,0.000957,0.000920,0.000876,0.000825,0.000770,0.000711
0.001000,0.001010,0.001010,0.001000,0.000980,0.000952,0.000915,0.000871,0.000821,0.000767,0.000709
0.000984,0.000994,0.000994,0.000984,0.000966,0.000938,0.000902,0.000859,0.000810,0.000757,0.000700
0.000959,0.000969,0.000970,0.000961,0.000943,0.000916,0.000882,0.000840,0.000793,0.000741,0.000685
