0.000774,0.000780,0.000779,0.000770,0.000754,0.000730,0.000701,0.000666,0.000627,0.000584
0.000813,0.000820,0.000819,0.000810,0.000793,0.000769,0.000739,0.000702,0.000661,0.000617
0.000847,0.000855,0.000854,0.000845,0.000828,0.000804,0.000772,0.000735,0.000692,0.000645
0.000876,0.000885,0.000884,0.000876,0.000858,0.000833,0.000801,0.000762,0.000718,0.000670
0.000899,0.000908,0.000908,0.000900,0.000882,0.000857,0.000824,0.000785,0.000740,0.000691
0.000915,0.000925,0.000926,0.000917,0.000900,0.000874,0.000841,0.000802,0.000756,0.000706
0.000924,0.000935,0.000936,0.000928,0.000911,0.000885,0.000852,0.000812,0.000767,0.000716
0.000926,0.000937,0.000939,0.000931,0.000914,0.000889,0.000856,0.000817,0.000771,0.000721
0.000921,0.000932,0.000934,0.000927,0.000911,0.000886,0.000854,0.000815,0.000770,0.000720
0.000908,0.000920,0.000922,0.000915,0.000900,0.000876,0.000845,0.000806,0.000762,0.000713
0.000889,0.000900,0.000903,0.000897,0.000882,0.000859,0.000829,0.000791,0.000748,0.000701
0.000863,0.000874,0.000877,0.000872,0.000858,0.000836,0.000807,0.000771,0.000729,0.000683
